user_id,text_original,likes_count,user_sex,user_age,text_lemmatized
10862032,"Дайте новостей, лентач, я не пиксельник!",7,m,None,дать новость лентач пиксельник
2554277,«Новичок» — ваш арт? Или чей?,0,m,30,новичок ваш арт или чей
145557981,Забавно видеть такие посты рядом с новостями о Беларусьи и конфликте Армении и Азербайджана,27,m,19,забавно видеть такой пост рядом новость беларусие конфликт армения азербайджан
165790134,раз два три четыре пять,0,m,None,четыре пять
347055823,Кто этой хуйн*й занимается? Лол,74,m,None,кто хуйн й заниматься лола
446007030,Сейчас нытики опять будут пук среньк надаели са сваими пиксилями я АтпЫсЫвАюсь Пук НаДАелИ Среньк,42,m,None,сейчас нытик быть пук сренька надаель са сваимя пиксиль атпысываться пук надаель сренька
500895879,"у вас путин приболел, вылечить его для начало нужно",2,m,20,путин приболеть вылечить начало нужно
49637527,воу воу я пиксель батл проипал,0,m,40,воу воу пиксель батлы проипасть
460934387,А кто опять черным закрашивает холст?,0,m,None,а чёрный закрашивать холст
41831177,Попробовали бы  написать Навальный.  Вот бы вы за*бались воевать в кремлешлюшками.,1,m,34,попробовать написать навальный вот баться воевать кремлешлюшка
437586923,"лентачь, вы че четыре пятт",5,m,29,лентачить че четыре пятта
11480833,"ЗаeБали с этой говной, тупо скипаю эти посты",0,m,30,заeбали говной тупо скипай пост
257050590,"[id2554277|Антон], а кого еще по твоему мнению?",0,f,None,антон кто твой мнение
191717784,"[id2554277|Антон], Все, что не по середине, не лентача.",0,f,None,антон всё середина лентач
166517542,"новичок сделали не наши боты, но вова сказал, т.к. он на нашей стороне - будет наш",0,m,None,новичок сделать наш бот вова сказать наш сторона наш
228718093,"[id257050590|Арсений], whitecm",0,m,None,арсений whitecm
25058426,"[id145557981|Владислав], да, и правда, лучше лечь сразу ногами вперед и белой тряпкой накрыться",1,f,33,владислав правда лечь сразу нога вперёд белый тряпка накрыться
311955073,"[id347055823|Николай], нуя",1,m,16,николай нуя
145557981,"[id347055823|Николай], у школоты выходные, а играть в фортнайт и майн надоело",11,m,19,николай школотый выходной играть фортнайта майн надоесть
347055823,"[id145557981|Владислав], объясни мне принцип, что там нужно делать?",1,m,None,владислав объяснить принцип нужно делать
512580993,"[id347055823|Николай], лол. Сначала назвал занятие х*уйнёй, а потом спрашиваешь, чё там нужно делать и какой принцип)))))",17,m,None,николай лола сначала назвать занятие х уйня спрашивать что нужно делать принцип
589816655,"[id347055823|Nikolay], пиксели ставишь, вместе с тобой другие люди ставят пискели того же цвета что и ты, в итоге получается картинки это называется арт",0,m,None,nikolay пиксель ставить вместе ты другой человек ставить пискель цвет итог получаться картинка это называться арт
347055823,"[id512580993|Артём],  ну я в общих чертах представляю, но если можно, то подробней, но уверен, что хуйн*",0,m,None,артём общий черта представлять дробный уверенный хуйн
145557981,"[id347055823|Николай], заходишь от сообщества, которое в этом участвует и помогаешь по точкам рисовать рисунок, который они выложили на стене. Для координации можно войти в какую-то беседу, как ВК или Дискорд, который дали, или же самому и ориентироваться по ситуации и новым постам",0,m,19,николай заходить сообщество который участвовать помогать точка рисовать рисунок который выложить стена для координация войти беседа вк дискорд который дать самый ориентироваться ситуация новый пост
197307901,"[id145557981|Владислав], мне 34 и я занимаюсь этой х.йней",5,m,None,владислав заниматься
72819558,"[id197307901|Николай], тебе делать нех*й? Пошли пива попьём лучше.",1,m,29,николай ты делать нех й послать пиво попить
354940220,"[id347055823|Николай],",1,m,None,николай
483212828,"[id446007030|Андрей], настоящие крутые пацаны будут просить фулл картинки чтобы наложить на пиксельбатл и рисовать",13,m,None,андрей настоящий крутой пацан быть просить фулла картинка наложить пиксельбатлы рисовать
446007030,😎😎😎,0,m,None,
40517810,"[id500895879|Афенаген], а неплохо получилось, кстати, имхо😁",1,m,28,афенаген неплохо получиться кстати
39588971,"Там уже Сатана вылез, а не Путин",0,m,None,там сатана вылезти путин
40517810,"[id39588971|Александр], это было ещё лучше, да😈
PS: я видел немного другое, но это ЕЩЁ ЛУЧШЕ",0,m,28,александр это ещё ps видеть немного другой это ещё хороший
197307901,"[id41831177|Кирилл], ващпет там прям портрет есть",2,m,None,кирилл ващпеть прям портрет
41831177,"[id197307901|Николай], не увидел. UPD: Увидел. Думаю не так страшен портрет, как фамилия.",0,m,34,николай увидеть upd увидеть думать страшный портрет фамилия
197307901,"[id41831177|Кирилл], слева вверху",0,m,None,кирилл слева вверху
360980044,Потому что я пришёл именно к вам,180,m,None,потому прийти именно
388092252,"Потому что трансформатор, или потому, что я вас побью, если не возьмете.",0,m,None,потому трансформатор побить взять
192112029,кто ходит на собеседования тот неудачник,0,m,None,ходить собеседование неудачник
335795142,Потому что ! (three hundred bucks),0,m,22,потому three hundred bucks
209686506,"кого ""нас""!? я тут один!",15,m,41,кто
133385055,"Почему мы должны взять именно вас? 

Я:",12,m,28,почему должный взять именно я
34514008,"""Где вы видите себя через 10 лет?""
Серьёзно, nigga? Через десять лет?! Я не вижу себя через 10 лет! Никто не видит себя через 10 лет!
Ваша компания будет существовать через десять лет?
ЭТА СТРАНА БУДЕТ СУЩЕСТВОВАТЬ ЧЕРЕЗ 10 ЛЕТ?!?!

Тупые бессмысленные вопросы тупых бессмысленных дармоедов.
Моё срaное резюме лежит на столе. Вот, что я умею. Вот, чем я занимался. С какого ляда эти экзистенциальные метания?! 
""Почему вы хотите работать у нас?""
ПОТОМУ ЧТО ЖРАТЬ ХОЧЕТСЯ! 
Зачем люди ещё устраиваются на работу? Потому что дома сидеть скучно? Потому что заняться нечем?
""Почему мы должны взять именно вас?""
ДА НИXРЕНА ВЫ НЕ ДОЛЖНЫ!
Вы берёте меня не потому, что ""ВЫ ДОЛЖНЫ"", а потому, что вам НУЖНЫ сотрудники! Набуя вы вообще вакансии предлагаете?!
Или что, вы думаете, я вам с нуля бизнес-стратегию напишу, с собой в главной роли? Сорян, ребята, разбирайтесь сами. Я к вам пришел работу работать, а не страдать ректальным жаром фантазий о будущем.",295,m,33,где видеть год серьёзно nigga через десять год я видеть год никто видеть год ваш компания существовать десять год этот страна быть существовать через год тупой бессмысленный вопрос тупой бессмысленный дармоед мой срaной резюме лежать стол вот уметь вот заниматься с какой ляд экзистенциальный метание почему хотеть работать потому что жрать хотеться зачем человек ещё устраиваться работа потому дом сидеть скучно потому заняться нечего почему должный взять именно да ниxрен вы не должный вы брать вы должный нужный сотрудник набуй вообще вакансия предлагать или думать нуль написать себя главный роль сорянин ребята разбираться сам я прийти работа работать страдать ректальный жар фантазия будущее
3173593,"Самое печальное, что на 2 свои последние работы я устраивался по знакомству.",40,m,34,самый печальный свой последний работа устраиваться знакомство
504880691,Раз два три четыре я не помню дальше цифры.,1,m,None,раз четыре помнить далёкий цифра
510984,"Мы своему отделу кадров запретили задавать такие вопросы. Серьёзно, нам нужен кандидат, который умеет проходить собеседование, или кандидат, который умеет работать? Довольно странно, что некоторые кадровики все ещё считают такую форму собеседования приемлемой",113,m,34,мы свой отдел кадр запретить задавать такой вопрос серьёзно мы нужный кандидат который уметь проходить собеседование кандидат который уметь работать довольно странно некоторый кадровик ещё считать такой форма собеседование приемлемый
174903979,Почему никто тесака не может нарисовать? Навального высрали офк,0,m,None,почему никто тесак нарисовать навальный высрали офк
613814289,Никто не желает мой дрын взбодрить ?,1,m,14,никто желать дрын взбодрить
590424251,"Неправильно поставлен вопрос. Должно быть: почему я должен работать на вас? Ведь вокруг так много работодателей, которым нужен реально классный разработчик.

Мораль проста: учись каждый день, читай, совершенствуйся и будешь держать работодателя за ""фаберже"".

 Даже в России.",11,m,None,неправильно поставить вопрос должный почему должный работать ведь вокруг работодатель который нужный реально классный разработчик мораль простой учиться каждый день читать совершенствоваться быть держать работодатель фабержа даже россия
7629616,"- Вы ничего не должны, выбирайте любого. И рекомендую поторопиться с решением - у меня тоже есть несколько вариантов.",41,m,32,вы должный выбирать любой и рекомендовать поторопиться решение несколько вариант
52887742,"Достаёшь из-за пазухи свиток, раскрываешь его и мистическим голосом ""Так говорит пророчество...""",42,m,33,доставать пазуха свиток раскрывать мистический голос так говорить пророчество
100504444,"самый тупой вопрос это ""почему вы выбрали нашу компанию?"". потому что хочу бабла заработать, а вы меня пригласили на собеседование, вот и выбрала",22,f,21,самый тупой вопрос это почему выбрать наш компания хотеть бабло заработать пригласить собеседование выбрать
81313205,А после  сложного собеседования оказываются тут:,7,f,None,а сложный собеседование оказываться
6499603,"Представляю как луплю пошечины этими ответами,  hr'у пятерочки",0,m,33,представлять лупить пошечин этот ответ hr пятёрочка
223749298,"Подобные вопросы на собеседовании - это ещё безобидная ерунда.
Сексизм, эйджизм, дискриминация по месту жительства (например, в Москве в некоторые компании проще устроиться приезжим, чем урождённым москвичам) и обманы на работе куда неприятнее. Но в нашей стране что-то с этим не особо борются.

Недавно ходил на собеседование в одну довольно известную юридическую фирму, где оказывают услуги по сопровождению процедур банкротства. 
Мне там HR в лицо сказала, что моя потенциальная начальница хочет взять на работу именно мужчину, так как они стрессоустойчивее и лучше работают. Я не поддерживаю феминизм и даже в целом против него, но от такого сексизма прямо неловко стало. Решил на следующий этап собеседования не ходить. 
Особенно комично, что начальник сам женского пола, но дискриминирует людей своего же пола. Она, наверно, себя считает стрессоустойчивой и работоспособной. 😀",9,m,25,подобный вопрос собеседование это ещё безобидный ерунда сексизм эйджизм дискриминация место жительство например москва некоторый компания простой устроиться приезжий уродить москвич обман работа неприятный но наш страна это особо бороться недавно ходить собеседование один довольно известный юридический фирма оказывать услуга сопровождение процедура банкротство я hr лицо сказать потенциальный начальница хотеть взять работа именно мужчина стрессоустойчивый работать я поддерживать феминизм целое против такой сексизм прямо неловко стать решить следующий этап собеседование ходить особенно комично начальник женский пол дискриминировать человек свой пол она наверно считать стрессоустойчивый работоспособный
273196255,"Самое орное то, что подобную чушь на собеседовании задают компании, которые в вакансии, в разделе «наши условия», пишут « сваЕвРЕмЕнаЯ зАРабатНаЯ плАТА)))0)» или « светлый офис в центре)))))». Как-будто какая-то игра в одни ворота.
Чёртовы капиталисты🤬",5,f,None,самый орной подобный чушь собеседование задавать компания который вакансия раздел наш условие писать сваевременый зарабатный плата светлый офис центр игра один ворота чёртов
22236590,"- Почему мы должны взять именно вас?
- Вы, конечно, можете меня не брать, но учтите, на мне пояс шахида.",10,m,None,почему должный взять именно вы мочь брать учесть пояс шахид
114211697,> потому что вам нужны работники 🤣,1,m,None,нужный работник
8407059,потому что бить надо за такие иезуитские вопросы. если человеку есть чем похвастаться - он и так это сделает на собеседовании.,0,m,36,бить такой иезуитский вопрос человек похвастаться это сделать собеседование
20359098,"Забыли добавить подпись ""Это - п-рский материал"".",0,f,29,забыть добавить подпись это материал
5448943,Ну написали бы в пикче что-то повеселее. Типо камикадзе,0,m,29,ну написать пикч весёлый типо камикадзе
224713741,"Статья ни о чем, просто ""подготовьтесь к интервью, подумайте над ответами заранее"". Спасибо, Кэп.",0,m,21,статья просто подготовиться интервью подумать ответ заранее спасибо кэп
146692705,Кем вы видите себя через 5 лет? - Я ослеп от блестящих перспектив!,0,m,None,кто видеть год я ослепнуть блестящий перспектива
252207898,Спойлер : ответов на вопросы там нет,0,m,None,спойлер ответ вопрос
335795142,"[id192112029|Аристарх],",31,m,22,аристарх
223749298,"[id34514008|Зверь], ""спасибо. Вы приняты.""

А если серьёзно, то они такие вопросы задают, чтобы проверить мотивацию и умение отвечать на нестандартные вопросы, на которые нет точного ответа.",26,m,25,зверь спасибо вы принять а серьёзно такой вопрос задавать проверить мотивация умение отвечать нестандартный вопрос который точный ответ
34514008,"Так смысл-то в том, что ответ есть!
И ответ: ""Этот вопрос - пошлая бессмыслица, унижающая интеллект и достоинство всех участвующих в этом унылом балагане!""",38,m,33,так ответ и ответ этот вопрос пошлый бессмыслица унижать интеллект достоинство участвовать унылый балаган
222350163,"[id223749298|Леонид], но это самый стандартный и тупо1 и потасканный вопрос из всех возможных",1,f,None,леонид это самый стандартный потаскать вопрос возможный
109797,"[id34514008|Зверь], у меня прокатывал ответ вопросом на вопрос: «А Вы?»
Наверное, можно также сказать, что ответ полностью совпадает с таковым для вопроса о разнице между уткой.",0,m,36,зверь прокатывать ответ вопрос вопрос а вы наверное также сказать ответ полностью совпадать таковой вопрос разница утка
4057714,"[id34514008|Зверь], это лучше, чем статья",4,m,37,зверь это статья
153525644,"[id34514008|Зверь], да ладно, чувак, расслабься, положи пистолет, че ты так.",1,m,None,зверь ладный чувак расслабиться положить пистолет че
50267308,"[id3173593|Alexander], так во всех странах",4,f,None,alexander страна
68222998,В Чехии нет такого,1,m,None,в чехия такой
549259391,"[id68222998|Вячеслав], ha-ha-ha classic comedy",1,m,23,вячеслав classic comedy
40478712,"[id510984|Влад], на самом деле не важно что отвечает кандидат, важно как он отвечает. 
Ну или подавляющее число вопросов задаются для этого.",1,m,None,влад самый дело важно отвечать кандидат важно отвечать ну подавлять число вопрос задаваться
9737916,"[id510984|Влад], мне недавно на должность коммерческого директора предложили расположить фигуры по их привлекательности 😂 на этом вежливо попрощался.",10,m,34,влад недавно должность коммерческий директор предложить расположить фигура привлекательность вежливый попрощаться
323270177,"[id510984|Влад], они их не просто так задают. Всем плевать по большому счет что именно отвечают, главное как. Человек может быть например крутым программистом, но его никто не возьмет на нормальную работу если он двух слов связать не может, не умеет общаться и находить общий язык с другими людьми, или просто токсик",4,m,21,влад просто задавать весь плевать большой счёт именно отвечать главный человек например крутой программист никто взять нормальный работа два слово связать уметь общаться находить общий язык другой человек просто токсик
156732013,"[id323270177|Максим], ну уж конечно, вместо токсиков они лучше наберут жо****зов.",7,m,None,максим вместо токсиковы набрать жо зов
323270177,каво?,0,m,21,каво
156732013,Бездельников у которых единственный навык - нравиться начальству.,1,m,None,бездельник который единственный навык нравиться начальство
323270177,"Причем тут бездельники и нравится начальству, когда речь идет об обычном тесте на навыки коммуникации? Кадровики не принимают решения о том, будет ли человек работать в компании или нет, они играют роль фильтра на адекватность, и передают прошедших кандидатов дальше. Время тимлида или директора слишком дорого стоит, чтобы тратить его на просмотри резюме и оценку личностных качеств всех кандидатов",5,m,21,причём бездельник нравиться начальство речь идти обычный тест навык коммуникация кадровик принимать решение человек работать компания играть роль фильтр адекватность передавать прошедшее кандидат далёкий время тимлида директор слишком дорого стоить тратить просмотреть резюме оценка личностный качество кандидат
156732013,"С тобой можно не общаться, ты как зомби отучившийся в бизнес школе, у которого в голове каша из бюрократической чепухи и он действительно верит, что это приносит какую-то пользу.",3,m,None,с ты общаться зомби отучиться бизнес школа который голова каша бюрократический чепуха действительно верить это приносить польза
323270177,"Удачи потратить время тимлида с зарплатой 200к/месяц на просмотр тысячи приходящих резюме и их фильтрацию, гений экономический мысли",0,m,21,удача потратить время тимлида зарплата просмотр тысяча приходящий резюме фильтрация гений экономический мысль
156732013,"200к рублей? Это ты мне пытаешься представить как некую заоблачную сумму очень занятого и важного человека? Это гроши для такой должности, но причём тут вообще зарплата? Да, это должен делать тимлид, а не девочки-HR которые вообще не разбираются в теме работы и не смогут распознать кто разбирается в теме лучше. Тимлид должен отрабатывать свою зарплату еще более чем все остальные.",0,m,None,рубль это пытаться представить некий заоблачный сумма очень занятой важный человек это грош должность причём вообще зарплата да это должный делать тимлида который вообще разбираться тема работа смочь распознать разбираться тема тимлида должный отрабатывать зарплата остальной
209686506,"[id52887742|Александр], они переглядываются, подмигивают друг другу, и ведут тебя в тайную комнату с жертвенным алтарем😈",13,m,41,александр переглядываться подмигивать друг друг вести тайный комната жертвенный
52887742,"да, я так на прошлую работу устроился",20,m,33,прошлый работа устроиться
6170492,"[id52887742|Александр], и что? Расстреляли, сынок?",1,m,None,александр расстрелять сынок
23792296,Лучший ответ,1,m,None,хороший ответ
223749298,"[id100504444|Екатерина], таким вопросом провоцируют на лизоблюдство в стиле ""Потому что ваша компания самая топовая из топовых, я с 2 лет мечтал работать у вас, какие же вы тут все замечательные"".
Но смешно слышать такой вопрос как раз в том случае, когда именно сами рекрутеры пригласили на собеседование, а не ты откликался.😀",11,m,25,екатерина такой вопрос провоцировать лизоблюдство стиль потому ваш компания самый топовый топовый год мечтать работать какой замечательный но смешно слышать вопрос случай именно сам рекрутер пригласить собеседование
139552138,"[id223749298|Леонид], что значит дискриминирует людей своего пола? В этом как раз таки и проявляется позиция сформировавшегося независящего от мнения других человека - я могу дискриминировать и ущемлять любых людей, похожих и непохожих на себя.

Наоборот крутая начальница, обычно если девушке рассказываешь какую ТПшку на днях видел, то она сразу жто на себя примеряет и тебя еще женоненавистником называет.",2,m,None,леонид значит дискриминировать человек свой пол в таки проявляться позиция сформироваться независящий мнение другой человек мочь дискриминировать ущемлять любой человек похожий непохожий наоборот крутой начальница обычно девушка рассказывать какой тпшка день видеть сразу жто примерять женоненавистник называть
10862032,"Чё там по пикселям, это же вам важнее?",165,m,None,что пиксель это важный
114615986,"А так же я не могу поиграть со своими тиммейтам из беларуссии , пушта там интерент отрубили",18,m,None,а мочь поиграть свой тиммейт беларуссия пушт интерента отрубить
611018714,"Лентач, зачем мне марш этих терпил недограждан? Как-будто что-то новое и важное.",8,m,20,лентач марш этот терпил недогражданин новый важный
4367047,"Если меня через год спросят, что происходит в Беларуси, то я отвечу:
- каждое воскресенье марши с флажками
- каждое воскресенье водомёты, палки, автозаки
- Лугабэ по прежнему у власти.",132,m,None,если год спросить происходить беларусь ответить каждый воскресение марш флажок каждый воскресение водомёт палка автозак лугабэ прежний власть
84924084,Антиутопия как видимая и осязаемая действительность.,18,m,None,антиутопия видимый осязаемый действительность
577143626,Мне кажется что мирными митингами ничего не добьются наши братья белорусы !,65,m,29,я казаться мирный митинг добиться наш брат белорус
433809665,"Лентач,уже пора просто копировать и вставлять текст под разные видео. Суть редко меняется",6,m,30,лентач пора просто копировать вставлять текст разный видео быть редко меняться
233032740,"Вот именно что некоторые пытаются давать отпор, вот если бы все 100 тыс дали отпор ,то испуганный визг Лукашенко услышали бы даже в Сибири.",122,m,None,вот именно некоторый пытаться давать отпор тыс дать отпор испуганный визг лукашенко услышать сибирь
529535277,"Держитесь братья, Казахстан с вами",2,m,27,держаться брат казахстан вы
533855183,А могли бы просто уехать в Европу🌚,0,m,None,а мочь просто уехать
3597569,"Лучше бы пиксели рисовали, а не вот это вот всё",1,m,None,хороший пиксель рисовать это всё
174352380,Два фашиста два конченых предателя родины ❌,29,m,None,два фашист конченый предатель родина
22236590,"Повторюсь ещё раз: У Беларусов эволюционный путь развития к гражданскому обществу, а не революционный. Так что, Живе Беларусь!",8,m,None,повториться ещё у беларусов эволюционный путь развитие гражданский общество революционный так жив беларусь
96710027,"Почему что русские,что белорусы не дают отпор ублюдкам силовикам,прекрасно же понимают когда выходитят на митинг вас будут бить,логично что нужно давать отпор",10,m,None,почему русский белорус давать отпор ублюдок силовик прекрасно понимать выходитить митинг быть бить логично нужно давать отпор
381377132,Нанять бы киллера на этого Лукашенко.,1,f,20,нанять киллер лукашенко
135319858,"Надо было на киргизинг выходить, а не на марш гордости",3,m,None,надо киргизинг выходить марш гордость
697922,Наши налоги дошли до тараканьих мусоров - вон их сколько забегало!,3,m,42,наш налог дойти тараканий мусор вон сколько забегать
36851682,Херли толку от этих маршей,3,m,None,херли толк этот марш
551272121,"🙅 Самарские ЦПЭшники (Центр Противодействия Экстремизму) пытают людей 
 
""Похищение"" активиста Андрея Воронцова, пытки и выбивание признательных показаний оперативниками самарского центра ""Э"" Медведева и Райманова. У Андрея отобрали телефон, следователь Гульназ Рыжова на вопросы граждан не отвечала, насмехалась в ответ на звонки матери и жены активиста, бросала трубку, заявляя, что она - то знает, где Воронцов. Лишь только огласка, массовые действия российской и международной общественности смогли добиться доставления активиста в ГСУ. Лишь через 7 часов (!) после пыток мужчину доставили на допрос. 
 
Обеспечить безопасность Андрея Воронцова сейчас может только широкое общественное внимание! 
➡https://vk.com/wall-33738385_43986",1,f,38,самарский цпэшник центр противодействие экстремизм пытать человек похищение активист андрей воронцов пытка выбивание признательный показание оперативник самарский центр э медведев раймановый у андрей отобрать телефон следователь гульназа рыжов вопрос гражданин отвечать насмехаться ответ звонок мать жена активист бросать трубка заявлять знать воронцов лишь огласка массовый действие российский международный общественность смочь добиться доставление активист гсу лишь часы пытка мужчина доставить допрос обеспечить безопасность андрей воронцов широкий общественный внимание
591615816,"Шел юух знает какой день, не один мусор значительно не пострадал. Отпизженных, убитых, посаженых, униженных, самосаженных, покалеченных, запытаных в мусарнях протестующих никто уже не считает",3,m,None,идти юух знать день мусор значительно пострадать отпизженный убитый посажёный унизить самосадить покалечить запытаный мусарня протестовать никто считать
6728233,"Если ваш марш гордости не выглядит так же, даже не думайте меня приглашать 😂",0,m,None,если ваш марш гордость выглядеть думать приглашать
227680244,""" неизвестные в балаклавах"" -российский ОМОН",0,m,34,неизвестный балаклава омон
347055823,"Мда, они так до смерти Лукаша будут выходить?",1,m,None,мда смерть лукаш быть выходить
516180968,банановые республики и их отсутствие политического единства,0,m,51,банановый республика отсутствие политический единство
533727547,да насрать уже. не удался ваш Майдан или переворот,0,m,None,насрать удаться ваш майдан переворот
167107986,"Пара бы уже им изменить стратегию, ибо смысл в бесконечных маршах уже потерян, больше как традиция",3,m,23,пар изменить стратегия ибо смысл бесконечный марш потерянный традиция
7498546,"Митинг гордости, доблести, смелости, дряблости. К чему эти громкие высеры типа ""небесная сотня"" какая она к хренам небесная? Какие к чертовой матери шествия гордости или свободы или независимости ? Эти названия что то дают? Что то меняют? Сопли с сахаром!",0,m,None,митинг гордость доблесть смелость дряблость к что громкий высера тип небесный сотня хрен небесный какой чертовый мать шествие гордость свобода независимость этот название давать что менять сопля сахар
121275714,"мне кажется им прикольно выходить каждый раз и тупо в автозак садиться, иначе я не понимаю",1,m,29,казаться прикольно выходить каждый тупо автозак садиться иначе понимать
13470900,"Неужели нету никакой аналитики, мнений, комментов или интервью на тему плана по перестройки страны?
Или там настолько страшна мысль, что они так страну развалят",0,m,27,неужели нету никакой аналитик мнение коммент интервью тема план перестройка страна или настолько страшный мысль страна развалить
503664297,"Что, верещание фемок не помогает? Как же так, а где же вумэн пауэр?)))
Ах да.. женская сила же в тем чтобы провоцировать мужчин и прячась за их спинами пытаться присаоить победу",0,m,None,что верещание фёмкий помогать как вумэн пауэр ах женский сила провоцировать мужчина прятаться спина пытаться присаоить победа
520270629,"Это уже надоедает, пора приструнять беспредельщиков, сколько халявной раблчей силы бегает, в плуг их и земельку вспахивать...",0,f,16,это надоедать пора приструнять беспредельщиковы сколько халявный раблча сила бегать плуг земелька вспахивать
